Data;Saiu;Entrou;Custo_Transferido;Data_Original
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-20;USDT;SOL;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-15
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-20
2025-05-23;SOL;USDT;0,0;2025-05-23
2025-05-26;BTC;NEAR;0,0;2025-05-21
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;SUI;USDT;0,0;2025-05-17
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-23
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-26;USDT;NEAR;0,0;2025-05-26
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-13
2025-05-28;BNB;USDT;0,0;2023-11-15
2025-05-28;BNB;USDT;0,0;2023-11-17
2025-05-28;BNB;USDT;0,0;2023-11-17
2025-05-28;BNB;USDT;0,0;2023-11-19
2025-05-28;BNB;USDT;0,0;2023-11-19
2025-05-28;BNB;USDT;0,0;2023-11-20
2025-05-28;USDT;GUN;0,0;2025-05-28
2025-05-28;USDT;GUN;0,0;2025-05-28
2025-05-28;USDT;GUN;0,0;2025-05-28
2025-05-28;USDT;GUN;0,0;2025-05-28
2025-05-28;USDT;GUN;0,0;2025-05-28
2025-05-30;SOL;USDT;0,0;2025-05-30
2025-05-30;USDT;USDT;0,0;2025-05-30
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;NEAR;USDT;0,0;2025-05-26
2025-05-30;PEPE;USDT;0,0;2025-05-15
2025-05-30;PEPE;USDT;0,0;2025-05-15
2025-05-30;PEPE;USDT;0,0;2025-05-15
2025-05-30;PEPE;USDT;0,0;2025-05-15
2025-05-30;PEPE;USDT;0,0;2025-05-16
2025-05-30;PEPE;USDT;0,0;2025-05-16
2025-05-30;PEPE;USDT;0,0;2025-05-17
2025-05-30;PEPE;USDT;0,0;2025-05-17
2025-05-30;PEPE;USDT;0,0;2025-05-17
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;PEPE;USDT;0,0;2025-05-20
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-10
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-13
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2024-12-15
2025-05-30;WIF;USDT;0,0;2025-03-24
2025-05-30;WIF;USDT;0,0;2025-03-24
2025-05-30;WIF;USDT;0,0;2025-03-24
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-04-09
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-15
2025-05-30;WIF;USDT;0,0;2025-05-16
2025-05-30;WIF;USDT;0,0;2025-05-16
2025-05-30;WIF;USDT;0,0;2025-05-16
2025-05-30;WIF;USDT;0,0;2025-05-16
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-05-31;USDT;WLD;0,0;2025-05-30
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-03;WLD;USDT;0,0;2025-05-28
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-10;USDT;PEPE;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
2025-06-11;USDT;ETH;0,0;2025-05-30
