Operação;Data;Hora;Moeda;Quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Status_Fiscal
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-24,41;12,02;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,49;0,24;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,30951;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-30,0;14,77;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,8392158;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,29;0,14;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,213156;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,16;0,08;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,16;0,08;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,0168413;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-3,6944313;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,0092826;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-24,41;16,77;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,28;0,27;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-107,49;128,52;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-6,2;2,87;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-92,11;152,17;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-9,0;34,91;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;USDT;-0,0055024;0,0;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-13;23:09:30;AVAX;-0,27;1,05;USDT;10988,991899999999;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,4717;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,0517;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,1592;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,15907275;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,299943;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,2745;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;BNB;-0,00027756;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,27339732;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-1,66919648;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,2560506;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,442;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,09220864;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,441;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,2428;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-2,8819;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,5175;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;BNB;-0,00012491;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,02994464;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;USDT;-0,2555154;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;BNB;-0,00019064;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,3535;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:38;TAO;-0,1592;0,0;USDT;3473,3040499999997;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,1481604;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,4999947;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-12,6;0,24;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-27,79;0,53;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,02595586;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,12349348;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-158,8;4,92;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,12336126;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-535,9;22,75;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-132,22;1,48;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;KDA;-132,22;1,48;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;16:49:56;USDT;-0,0117684;0,0;USDT;932,7341000000001;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;USDT;-6,0407;0,0;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;ETH;-0,7;125,64;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;USDT;-2,114252;0,0;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;ETH;-1,5682;574,17;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;USDT;-1,93845421;0,0;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;USDT;-4,7367481;0,0;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;ETH;-0,6418;48,45;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-14;17:30:08;ETH;-2,0;718,72;USDT;14830,154311999999;Tributável
Venda para Fiat (Tributável);2024-04-17;18:52:56;USDC;-10001,0;0,0;USDT;10001,0;Tributável
Venda para Fiat (Tributável);2024-04-21;09:56:59;USDC;-875,0;0,0;USDT;874,7375;Tributável
Venda para Fiat (Tributável);2024-04-29;11:46:31;DYM;-31,0;0,0;USDT;105,555;Tributável
Venda para Fiat (Tributável);2024-04-29;11:46:31;BNB;-0,00013527;0,0;USDT;105,555;Tributável
Venda para Fiat (Tributável);2024-04-29;11:51:14;BNB;-0,00037993;0,0;USDT;296,05;Tributável
Venda para Fiat (Tributável);2024-04-29;11:51:14;TIA;-31,0;1,54;USDT;296,05;Tributável
Venda para Fiat (Tributável);2024-04-29;12:02:16;BNB;-0,00032071;0,0;USDT;296,66999999999996;Tributável
Venda para Fiat (Tributável);2024-04-29;12:02:16;TIA;-26,1;1,29;USDT;296,66999999999996;Tributável
Venda para Fiat (Tributável);2024-04-29;12:02:16;BNB;-6,021e-05;0,0;USDT;296,66999999999996;Tributável
Venda para Fiat (Tributável);2024-04-29;12:02:16;TIA;-4,9;0,24;USDT;296,66999999999996;Tributável
Venda para Fiat (Tributável);2024-04-29;12:06:13;DYM;-15,6;0,0;USDT;53,3208;Tributável
Venda para Fiat (Tributável);2024-04-29;12:06:13;BNB;-6,831e-05;0,0;USDT;53,3208;Tributável
Venda para Fiat (Tributável);2024-04-29;12:20:14;USDC;-241,0;0,0;USDT;241,0482;Tributável
Venda para Fiat (Tributável);2024-04-29;13:51:03;USDC;-5426,0;0,0;USDT;5426,5426;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-90,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-1,103e-05;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-454,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-8,827e-05;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-25,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-8,826e-05;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-200,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-200,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-3,972e-05;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-0,00020036;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;ALT;-31,0;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;00:37:28;BNB;-1,368e-05;0,0;USDT;338,19255;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-7,784e-05;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-42,92;38,79;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-42,92;10,66;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-4,839e-05;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-51,55;12,8;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-4,837e-05;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-25,03;6,22;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-5,809e-05;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-2,823e-05;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-269,02;211,17;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;BNB;-0,00030317;0,0;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:13;OSMO;-69,05;152,66;USDT;414,52741499999996;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:40;BNB;-0,00011037;0,0;USDT;81,1;Tributável
Venda para Fiat (Tributável);2024-05-01;14:37:40;KDA;-100,0;0,36;USDT;81,1;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;USDT;-0,97752263;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-148,39;0,54;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;BNB;-3,579e-05;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;BNB;-3,459e-05;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;BNB;-0,0004589;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;BNB;-0,00016437;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-31,23;0,11;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-32,36;0,12;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-1205,33;4,39;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-414,28;7,67;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;KDA;-68,41;1,31;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-01;14:41:45;BNB;-7,568e-05;0,0;USDT;1540,79923;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;ADA;-1590,5;2,82;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;BNB;-0,00016777;0,0;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;ADA;-33,6;0,06;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;USDT;-0,71302115;0,0;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;ADA;-275,9;0,49;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;09:42:56;BNB;-2,043e-05;0,0;USDT;851,77;Tributável
Venda para Fiat (Tributável);2024-05-02;21:30:19;BNB;-0,0001227;0,0;USDT;91,6888;Tributável
Venda para Fiat (Tributável);2024-05-02;21:30:19;INJ;-3,92;15,68;USDT;91,6888;Tributável
Venda para Fiat (Tributável);2024-05-03;18:39:52;BNB;-1,429e-05;0,0;USDT;11,054412;Tributável
Venda para Fiat (Tributável);2024-05-03;18:39:52;ETH;-0,0036;3,72;USDT;11,054412;Tributável
Venda para Fiat (Tributável);2024-05-04;11:30:57;BNB;-0,00055639;0,01;USDT;439,259158;Tributável
Venda para Fiat (Tributável);2024-05-04;11:30:57;ETH;-0,1394;38,94;USDT;439,259158;Tributável
Venda para Fiat (Tributável);2024-05-25;11:50:26;USDT;-0,135892;0,0;USDT;406,394;Tributável
Venda para Fiat (Tributável);2024-05-25;11:50:26;USDT;-0,270502;0,0;USDT;406,394;Tributável
Venda para Fiat (Tributável);2024-05-25;11:50:26;INJ;-10,55;35,94;USDT;406,394;Tributável
Venda para Fiat (Tributável);2024-05-25;11:50:26;INJ;-5,3;1,35;USDT;406,394;Tributável
Venda para Fiat (Tributável);2024-05-25;11:51:27;TIA;-31,0;1,54;USDT;277,76;Tributável
Venda para Fiat (Tributável);2024-05-25;11:51:27;USDT;-0,270816;0,0;USDT;277,76;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;KDA;-1701,55;34,53;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;USDT;-1,43100355;0,0;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;USDT;-0,15979;0,0;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;USDT;-0,09161854;0,0;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;KDA;-108,94;0,4;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-25;12:10:30;KDA;-190,0;0,69;USDT;1682,4120899999998;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:09;BNB;-0,00012441;0,0;USDT;100,89;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:09;TIA;-9,5;0,47;USDT;100,89;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:34;BNB;-9,66e-06;0,0;USDT;10,5468;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:34;SAGA;-1,1;0,0;USDT;10,5468;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:34;BNB;-3,66e-06;0,0;USDT;10,5468;Tributável
Venda para Fiat (Tributável);2024-05-31;10:22:34;SAGA;-2,9;0,0;USDT;10,5468;Tributável
Venda para Fiat (Tributável);2024-05-31;10:23:19;BNB;-3,242e-05;0,0;USDT;25,6476;Tributável
Venda para Fiat (Tributável);2024-05-31;10:23:19;DYM;-8,7;0,0;USDT;25,6476;Tributável
Venda para Fiat (Tributável);2024-05-31;11:21:59;BNB;-0,00012375;0,0;USDT;100,7;Tributável
Venda para Fiat (Tributável);2024-05-31;11:21:59;TIA;-9,5;0,47;USDT;100,7;Tributável
Venda para Fiat (Tributável);2024-06-14;11:10:45;USDC;-10040,0;0,0;USDT;10047,028;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;BNB;-0,328;3,43;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;USDT;-5,924961;0,0;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;BNB;-9,729;146,01;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;BNB;-2,442;11,37;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;BNB;-2,0;9,31;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;USDT;-0,199752;0,0;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;USDT;-1,218;0,0;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;USDT;-0,499989;0,0;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;USDT;-1,487178;0,0;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-16;21:36:43;BNB;-0,821;3,82;USDT;9329,880000000001;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-5,6;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-67,4;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,026926;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,0075376;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,1467358;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-5,6;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,0907204;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-109,0;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,00753816;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;USDT;-0,05895918;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-20,0;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:52:11;SAGA;-43,8;0,0;USDT;338,41714;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;USDT;-0,249774;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;USDT;-0,1267224;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;USDT;-0,0288876;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;DYM;-156,5;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;DYM;-250,6;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;USDT;-0,3999576;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;DYM;-79,4;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:53:13;DYM;-18,1;0,0;USDT;805,3416;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;USDT;-0,35381775;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;USDT;-0,4648215;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;USDT;-0,57343;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;SEI;-989,7;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;SEI;-1604,0;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;SEI;-1300,2;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;USDT;-0,39578825;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:56:19;SEI;-1107,1;0,0;USDT;1787,8574999999998;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;USDT;-0,16756418;0,0;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;TIA;-15,2;0,75;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;USDT;-0,97225128;0,0;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;TIA;-49,95;2,48;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;USDT;-0,20204291;0,0;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;TIA;-33,05;1,64;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;USDT;-0,30535684;0,0;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;TIA;-27,41;1,36;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;USDT;-0,0929214;0,0;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;08:59:48;TIA;-159,04;43,23;USDT;1784,7555;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-190,2;54,94;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-1966,7;611,38;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,09990108;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,56641617;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;15,7;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-209,8;46,63;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-314,5;8,84;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-367,5;10,33;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00752396;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,09078278;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,02670921;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00752554;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-209,7;5,89;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;0,44;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-200,0;5,62;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,09990676;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,93654254;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00752712;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-56,1;40,9;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;15,91;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;15,91;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,0075287;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,09061128;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-190,6;22,24;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,17496675;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;1,49;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;1,49;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,0953;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00752396;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-1189,7;339,03;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00752238;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,14998505;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;NTRN;-15,8;1,49;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;09:01:13;USDT;-0,00753028;0,0;USDT;2383,80356;Tributável
Venda para Fiat (Tributável);2024-06-22;12:26:34;WLD;-438,0;0,0;USDT;1319,694;Tributável
Venda para Fiat (Tributável);2024-06-22;12:26:34;USDT;-1,28670165;0,0;USDT;1319,694;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-6,42e-06;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-3,353e-05;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-6,639e-05;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;FLUX;-14,1;0,33;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;FLUX;-43,13;1,01;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-0,00028519;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-1,095e-05;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;FLUX;-85,46;2,01;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-3,352e-05;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;FLUX;-14,1;0,33;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-0,00014624;0,0;USDT;914,578759;Tributável
Venda para Fiat (Tributável);2024-06-23;16:38:54;BNB;-3,352e-05;0,0;USDT;914,578759;Tributável
